,name,gross_profit_rate201501,gross_profit_rate201502,gross_profit_rate201503,gross_profit_rate201504,gross_profit_rate201601,gross_profit_rate201602,gross_profit_rate201603,gross_profit_rate201604,gross_profit_rate201701,gross_profit_rate201702,gross_profit_rate201703,gross_profit_rate201704,gross_profit_rate201801,gross_profit_rate201802,gross_profit_rate201803,gross_profit_rate201804,gross_profit_rate201901,gross_profit_rate201902,gross_profit_rate201903,gross_profit_rate201904,gross_profit_rate202001,gross_profit_rate202002,gross_profit_rate202003
138,粤宏远A,28.3635,29.7834,29.2058,27.9762,23.6868,24.3349,26.1527,27.6608,27.1141,22.1678,21.8538,22.8944,20.09,19.0972,15.411,18.3281,16.6069,16.488,30.3524,28.7285,32.9615,20.1275,17.569000000000006
139,威孚高科,21.5308,22.0266,22.2984,23.4498,21.2923,21.7793,21.5102,23.9501,19.8856,20.9773,22.2966,25.0136,21.5984,21.5935,21.4287,23.2733,23.0737,22.6654,21.6244,24.0655,18.8134,17.9005,17.9687
140,北部湾港,31.4996,35.8328,34.5417,31.1198,34.5688,38.9343,36.5428,34.3466,34.7899,39.1365,37.6342,36.3038,38.1568,38.5655,38.1729,36.9506,40.0554,39.6495,38.8023,38.86,41.2559,41.2538,40.3649
141,哈工智能,31.3832,27.5158,23.5533,19.8575,2.8082,12.8017,14.6425,7.5983,12.3002,18.1514,17.865,23.4242,30.4882,29.3919,26.1665,32.1939,28.3905,24.4123,21.7414,20.9391,14.1198,11.3511,13.5598
142,汇源通信,14.3127,16.3529,16.7274,16.7148,19.5367,19.8533,19.2155,17.7086,16.5755,19.7493,21.3577,22.167,15.539,22.7271,24.3442,21.6371,26.3626,28.2686,26.4355,24.4899,32.5859,33.3203,34.3196
143,贵州轮胎,22.9108,27.9179,23.2739,11.8264,19.718,14.5713,12.9051,10.7007,13.6998,8.8831,8.2272,7.5909,11.7204,13.3487,13.1792,15.1725,17.717,19.9091,19.2708,20.1319,19.033,22.8046,25.1723
144,启迪药业,53.8017,55.6778,56.3362,55.2256,53.8432,52.4203,51.871,52.5656,54.203,54.19,55.7352,56.1223,48.1493,48.7769,47.6609,47.229,50.3405,50.963,51.4809,53.2209,57.0095,55.2595,54.25
145,太阳能,14.9075,16.1286,15.3383,34.4478,28.4903,29.0612,34.9607,32.8602,49.3678,36.0219,37.1104,34.408,46.2014,49.2073,51.6366,39.1143,46.4191,53.0977,50.9442,48.0965,48.6211,57.0342,55.8125
149,平潭发展,13.6636,17.8023,16.9766,17.6437,14.0935,13.3685,13.645,14.7666,9.5652,14.7216,14.6491,14.0568,9.7478,14.7179,15.2129,14.4882,7.4406,10.2977,11.5309,11.3796,12.7232,13.2321,14.069
150,大通燃气,26.3186,28.94,29.8528,31.1427,29.1616,27.9981,25.6147,27.1065,27.8409,28.792,26.4853,29.125,16.3951,22.6351,23.0441,22.5265,20.0189,20.3451,20.7788,20.1433,12.0354,19.34,20.3319
151,古井贡酒,69.9983,69.4963,70.4056,71.2656,74.358,74.3716,74.2617,74.6793,77.6536,75.1186,75.369,76.4278,79.7335,78.2008,77.9309,77.7569,78.2133,76.7179,76.3053,76.7106,77.3172,76.1954,75.9824
152,东北制药,27.842,28.7681,28.2277,26.5305,32.0319,31.6283,30.7283,31.5571,33.7527,35.0267,35.7999,39.5422,40.5142,40.9141,41.011,41.37600000000001,45.3468,44.7265,43.9008,43.5774,41.9501,41.9101,40.6359
153,兴蓉环境,44.3196,43.9749,44.8683,42.3174,43.4995,45.0025,45.6931,41.9518,41.1417,41.0007,42.3989,41.1886,43.7732,44.694,44.9268,40.7944,44.2508,44.3089,44.1068,38.9289,44.5062,44.3711,43.1967
154,建投能源,41.0106,42.4265,43.8013,41.0116,44.25899999999999,44.4925,41.4808,31.3953,19.3468,17.5908,16.2995,15.3587,15.9334,15.3648,15.1472,16.1352,19.6888,18.1238,17.9551,18.0411,23.6075,21.5293,21.8809
155,韶能股份,26.0661,30.2256,31.3317,30.8838,41.6939,43.417,40.1447,34.7579,31.2425,34.133,32.1314,28.1378,22.1929,23.6125,23.7947,22.2537,27.3331,32.5245,30.3483,25.3495,21.339,25.0741,23.2373
156,盛达资源,82.3993,80.6689,80.6069,79.2343,63.8474,75.5926,77.7414,78.3513,82.6335,62.4239,49.3842,56.6032,61.8482,47.4528,30.5216,34.6229,32.4456,26.3694,29.8241,31.1325,2.9554,17.866,35.3132
157,阳光股份,67.8536,66.7139,64.3984,62.2705,56.1005,57.7399,53.453,46.9129,36.6144,42.5732,49.5972,51.9567,85.7179,82.6715,73.3851,79.3203,95.1769,94.2901,90.192,86.0059,94.0562,94.1123,94.2675
158,西安旅游,6.4701,6.7202,7.0577,6.3654,5.7339,6.1643,5.9791,6.2807,8.9447,7.4793,6.8916,6.5936,7.768,6.5297,5.8371,6.3634,7.4604,6.0118,5.2039,5.3784,0.6661,3.2965,5.1111
159,奥园美谷,12.4645,15.0146,27.383000000000006,25.9092,26.3528,18.7397,19.8894,17.7548,18.9114,18.9763,17.0739,36.8849,20.7967,25.8817,22.727,29.5043,24.5685,33.6749,29.0596,25.4706,12.2014,15.3823,28.7461
160,海航投资,31.8635,22.8746,17.0673,21.6857,43.2949,43.1658,40.2699,40.0982,47.2083,54.7773,30.9547,37.6263,44.5027,13.9289,22.0815,25.6198,25.5029,21.4925,21.8096,21.414,26.8541,24.9057,24.3689
161,海螺型材,13.4903,14.9752,15.2353,15.7242,17.6683,17.5488,16.2233,14.5967,7.5647,10.4348,11.312,11.7152,9.5173,11.5821,11.7174,11.2557,9.1034,11.8369,12.1678,11.6674,8.5101,11.6111,12.8842
163,恒立实业,4.805,6.332999999999998,2.9497,6.3588,11.1895,7.8114,7.9022,12.4578,16.0332,13.5603,11.8552,16.1997,26.9942,16.3372,20.7164,9.5731,3.8365,4.5794,4.5651,5.4048,12.1289,7.5551,7.2002
164,吉林敖东,63.9128,63.9933,68.4894,68.9542,70.0663,70.5428,71.6693,71.0269,67.7498,68.5726,69.6979,70.7514,72.8191,71.9792,72.2436,72.0013,73.5866,70.8328,70.7342,68.9596,62.7044,63.6707,61.6537
166,长安汽车,15.0649,17.5567,17.9835,20.0158,14.3472,16.5758,17.1801,17.8946,15.1513,14.1929,11.7838,13.3094,12.003,14.1066,15.22,14.6532,5.0193,8.2219,11.7891,14.679,8.7248,9.295,11.1964
167,远大控股,0.5394,1.5266,0.7558,0.8718,0.7428,1.7094,1.4725,2.3079,1.2752,0.2354,0.6538,0.6621,0.5976,0.8954,0.8938,0.7277,1.3754,1.0422,1.3053,1.4024,0.8491,1.185,1.5552
168,攀钢钒钛,24.8564,18.8166,22.8325,12.883,18.9504,13.7073,18.5313,7.4324,15.0782,18.0144,20.0618,17.7447,23.5809,25.3882,26.5773,27.5152,25.0245,22.8325,21.1396,19.7651,11.5352,11.1766,11.3992
170,顺发恒业,34.1141,26.8332,24.6862,25.6562,34.2519,26.9409,28.7496,27.6922,24.8723,18.1355,21.9615,21.9178,58.0259,49.2713,49.8222,46.8014,38.9541,39.3281,38.4626,38.9195,38.9441,44.5624,44.1751
171,风华高科,16.5833,18.0662,18.0493,18.6619,16.9743,18.8781,20.0794,20.0426,21.9785,22.1698,23.4819,23.7749,30.3711,35.5815,41.0505,41.6695,31.3114,29.0034,26.2956,23.9834,24.9806,29.0242,29.9656
172,茂化实华,9.1429,12.4384,11.9735,11.4403,9.6577,8.339,8.5081,8.9155,6.8246,6.1283,6.0535,6.223,5.1282,5.0414,4.5517,4.7713,6.1003,6.8275,6.4794,6.2602,3.7002,6.6569,5.9564
173,仁和药业,43.6641,43.4705,43.8222,44.5603,38.2611,36.0634,35.45,36.6133,39.1699,37.5068,37.6363,38.9347,41.8413,42.6534,42.7382,42.9849,42.508,42.7484,41.7803,42.315,42.3969,41.8684,41.9717
174,格力电器,32.2161,28.0891,32.1264,32.4597,33.2512,35.6938,34.1203,32.7018,34.37,31.9373,31.3731,32.8577,30.8578,30.0265,30.1534,30.2282,30.5896,31.023000000000003,30.1627,27.5815,17.4892,21.1142,23.3651
175,泰达股份,21.8261,8.6936,5.4548,8.1628,3.0297,4.3501,4.0361,6.5985,2.438,3.1105,3.1103,5.5886,2.2131,3.3335,4.2708,5.3973,4.2403,4.962,4.6162,7.3193,5.7083,7.305,6.8923
176,金科股份,29.7012,25.8705,25.7582,28.4122,21.8539,23.1637,21.3061,20.7406,13.7463,17.0763,18.6904,21.3168,20.3663,22.5424,25.9498,28.5716,25.4396,30.3062,30.0969,28.8363,25.0661,25.9521,25.1763
178,中钨高新,10.4973,11.3949,11.3364,11.0108,14.0141,18.8881,18.7051,20.3489,19.6227,20.6842,19.5094,20.5995,19.4819,19.7668,18.4446,19.1998,17.8585,19.718,20.1214,20.698,21.7791,20.9526,19.4171
179,珠海中富,14.3031,20.2537,20.3992,18.7257,16.26,18.7712,18.5533,15.7304,21.757,21.4398,21.4373,21.2679,21.7782,22.0655,20.1685,19.7562,18.4897,20.5258,21.6019,20.8286,19.5396,23.902,24.2206
180,长春高新,77.0728,78.7794,79.0195,78.3212,79.1351,80.6439,77.2936,79.421,87.5923,87.25299999999999,88.0556,81.9439,89.3683,84.0481,85.3063,85.1024,81.8379,83.4738,85.9377,85.1945,88.8983,85.0827,86.3885
181,*ST永林,15.9457,19.1636,21.4075,23.9273,21.9684,24.9831,19.8512,22.0408,15.9553,24.0254,25.0082,24.8634,13.0974,20.2593,17.5472,7.5144,14.4186,19.5428,21.3234,17.585,17.0963,18.4482,17.7676
182,湖北广电,50.5579,45.6842,45.8699,48.0384,45.588,46.7018,45.1587,45.3852,45.7158,46.2451,44.7588,46.2847,43.3272,42.6912,40.695,39.3503,37.8208,39.0066,37.5825,35.8546,18.237,26.6708,28.4505
183,经纬纺机,25.7472,35.8179,37.4772,38.6235,39.2742,42.3518,44.5594,47.7171,46.167,44.8064,46.8451,50.2655,49.042,49.1275,49.9989,50.6319,32.2782,29.4681,28.2065,25.6109,28.7566,34.23,36.3715
184,荣丰控股,55.0927,55.2327,57.1156,73.2491,63.6044,64.0936,64.6729,72.1805,43.1526,41.8447,42.0113,41.2698,46.3921,49.1054,49.5703,49.639,55.8349,58.0234,56.6999,54.4583,35.2489,20.8105,36.9259
185,*ST金鸿,33.4735,31.9915,33.1968,31.8851,36.2206,36.7061,35.3498,33.3288,32.5949,26.6617,26.7641,27.1294,25.28,21.5088,18.9591,15.0059,10.2192,11.9728,12.7293,10.2526,8.2243,12.0768,12.8521
186,阳光城,36.9472,31.1583,30.7443,25.5601,33.301,32.247,28.6172,23.3057,28.6668,23.7502,21.3886,25.0773,25.0142,27.8136,26.4793,26.0587,27.3758,27.4725,28.3763,26.5793,25.7059,26.5003,23.5469
188,上峰水泥,19.162,17.6368,14.9238,16.7131,9.423,19.1296,18.2259,20.2465,28.7915,31.2595,32.3464,34.6881,39.4222,44.3069,44.0904,46.7035,47.4688,48.8633,51.0718,48.7956,46.9176,48.0428,46.5686
189,智度股份,31.4935,31.7166,35.1431,34.551,44.3631,20.6262,19.5856,21.5076,14.3586,13.7454,12.7696,14.3559,15.6154,18.7699,17.1672,18.7438,13.2819,14.0297,11.7555,11.7345,5.0023,4.9510000000000005,5.1283
190,*ST友谊,21.6797,23.1371,24.4408,22.9629,22.6668,23.365,23.5675,21.9707,17.4668,18.5626,19.0246,20.1432,19.4181,17.595,17.4782,13.0114,13.6891,14.6013,15.4179,15.3119,13.6262,42.8351,44.3427
191,山推股份,11.5466,6.194,5.3057,4.8422,15.5535,15.5337,15.1877,17.4755,14.9594,15.9198,16.7051,16.6218,14.0291,15.0304,15.0066,15.9613,14.1102,14.6286,15.013,15.6634,14.9311,13.9081,14.4802
192,视觉中国,54.87,55.8481,59.201,57.7475,73.0029,65.6084,60.815,58.529,64.5655,60.8221,61.9074,65.8587,62.3652,60.4666,63.7264,64.6535,67.2085,63.1107,64.7661,63.0987,67.4324,63.9922,62.2603
193,东方电子,34.9561,33.7925,33.8887,31.7326,30.5172,30.5913,30.7713,30.1766,31.874,33.5781,32.9234,31.6948,35.2558,32.0809,33.6712,32.3683,35.6445,33.528,34.5268,34.8472,34.1229,31.7465,31.9401
195,远兴能源,38.1654,34.0265,30.8556,29.5352,30.1893,25.6425,23.0371,19.4173,29.0198,25.8606,26.2128,30.6026,41.1487,41.2223,40.4827,41.3212,46.4231,41.8823,38.4185,36.4996,30.4793,24.7626,23.5718
196,中山公用,38.5798,38.9279,40.3532,40.0323,31.3446,34.3263,35.6304,32.6868,29.9632,32.02,34.5535,31.1495,28.6663,32.5058,31.4802,29.966,24.5493,28.0075,29.8558,29.521,18.3943,29.0404,31.7878
198,国城矿业,33.8412,42.5361,38.5568,45.987,26.5005,29.645,37.6163,42.0361,60.3144,58.5649,58.9511,57.7161,55.1935,58.4838,57.0892,54.3654,38.4527,41.4422,39.9712,35.1567,33.6176,26.1048,24.6318
200,宝新能源,32.4634,36.1736,36.0556,35.2349,41.1229,41.3811,40.4732,36.3439,21.1395,21.7233,25.2593,25.282,23.696,35.9901,34.868,31.5809,23.3999,26.0223,28.2043,30.6859,31.981,43.6779,44.1899
201,沈阳化工,3.1853,5.2345,6.3433,6.5688,9.0729,11.4871,8.6669,9.6503,8.812999999999997,7.9378,7.6443,7.9286,9.7086,9.1232,7.9002,7.6015,9.2517,8.3501,5.4327,3.4589,3.7812,4.132,12.1716
202,模塑科技,22.8625,24.965,23.9923,23.5002,22.6469,23.3048,22.8442,23.3843,22.2,21.6981,20.6745,21.8042,20.5658,20.4677,18.9149,19.1262,16.8186,18.6679,18.51,18.1436,13.0385,18.4888,18.6987
204,厦门信达,5.0428,3.9586,3.914,3.5173,3.7624,3.6374,3.3787,3.5949,3.2488,2.6394,2.3902,2.2155,2.1599,2.6799,2.3362,2.5806,1.5893,1.6778,1.6488,1.4423,2.0462,2.2741,2.0082
205,恒逸石化,5.4623,5.2348,4.6337,4.3602,4.1025,3.8123,3.222,3.4314,4.8741,3.6398,3.8252,3.7239,5.1278,3.969,5.0607,3.9113,4.3879,5.2609,5.8029,7.0657,8.6947,9.5998,9.8098
206,浙江震元,13.8316,14.225,14.6387,15.101,12.9862,13.8386,13.4794,14.3724,12.9697,15.7148,16.0642,16.6181,19.3364,19.6935,21.1289,20.6673,20.9922,20.9068,21.5209,21.3467,17.9522,20.5294,21.2937
207,中信特钢,11.9352,13.3165,12.1554,11.2181,11.4891,11.7815,11.4615,12.6169,9.8177,11.3303,10.8968,11.5559,12.0003,13.4492,12.6273,12.5987,9.1241,11.746,17.257,18.0052,17.2841,17.4203,17.6735
208,河钢股份,9.687,10.7536,10.9561,13.3201,10.498,12.2263,12.7823,13.8024,10.2675,12.0343,11.8364,12.3664,11.5263,14.396,13.8865,14.2974,11.9307,11.1944,10.6892,13.0648,11.434,12.6092,12.0053
209,贝瑞基因,3.1710000000000003,5.8891,4.6328,3.6368,6.8067,5.9044,5.4865,6.7693,6.0848,5.1503,61.8688,61.1285,54.7912,56.65600000000001,58.2768,58.238,59.2621,61.1541,59.1269,61.1284,55.4279,53.5017,52.4928
210,京蓝科技,71.7665,51.3926,57.1033,57.1664,29.1911,26.6401,27.3716,29.1622,6.3937,34.8713,32.5792,31.641,26.5941,31.3368,29.8376,29.3378,36.881,34.7266,30.0071,21.7065,31.4368,23.7052,23.7627
212,丰乐种业,35.4076,21.873,15.2246,22.8615,25.0798,15.8685,10.235,16.7083,12.6031,13.0108,8.982999999999997,14.9522,15.3427,16.4222,15.0633,16.2724,17.3266,13.9922,13.7679,16.0474,14.5803,13.8056,13.8606
213,中兴商业,18.7809,18.4247,18.8272,19.2905,20.5426,20.2849,20.3968,19.3908,20.3698,19.5,19.9672,19.2313,19.1491,19.5251,19.1193,19.0963,18.9711,20.1177,19.5904,19.9108,46.6253,48.026,50.028
214,苏宁环球,41.6927,26.8538,35.879,33.9548,44.0121,27.647,40.8796,34.26,32.6445,27.5739,36.8396,42.8867,63.319,56.7923,55.276,60.9503,60.0392,68.4174,63.6232,62.3418,69.6254,63.5024,64.2524
215,中原传媒,28.9006,29.5746,29.5811,29.5023,32.4195,29.8582,30.2694,28.7846,30.4838,29.0934,29.1868,29.5447,29.0158,28.9273,28.9313,28.9639,28.9571,30.5554,30.0312,30.5877,29.724,33.1415,32.4346
217,新能泰山,20.3689,20.0638,17.6616,16.4744,20.8402,13.9312,12.3583,12.4967,3.1260000000000003,2.7735,3.5602,6.7982,18.0587,14.8766,13.8157,34.6671,43.7262,32.7318,28.4836,28.1234,10.9127,11.2811,7.6336
218,西安饮食,36.3246,38.8234,39.7238,37.9517,35.7885,37.8878,37.7629,37.0998,33.5939,36.4832,37.0697,35.7056,31.0493,34.6754,34.6009,33.7943,28.4229,31.0766,31.7873,32.2329,0.3545,12.6716,22.4435
219,湖南发展,52.6842,60.202,62.9332,57.8997,63.0071,63.4749,63.337,55.2927,53.213,58.3975,56.0264,49.5768,36.9704,43.9745,45.3677,43.4659,51.1269,56.327,51.1314,45.5126,53.8256,59.9563,54.3346
220,美锦能源,15.8244,14.6166,13.7899,11.5707,20.8654,29.77,30.8514,30.6409,26.0409,22.3785,24.0807,25.1146,25.2805,23.1191,28.6032,29.9676,24.2414,24.0843,24.183000000000003,23.5434,15.3681,17.5259,18.772
221,京东方A,24.8901,23.7746,22.0595,20.2959,6.3004,9.3058,13.1425,17.8675,28.6316,27.7318,26.125,25.0724,20.7693,19.1594,18.8217,20.3922,17.6595,16.7642,14.9927,15.1761,14.3197,15.7679,16.9082
223,鲁泰A,26.9065,27.4935,28.0097,29.6807,31.7494,31.5727,32.7394,33.046,32.4236,31.4507,30.373,30.1468,28.577,28.0455,29.0766,29.3298,30.555,30.5942,30.4647,29.5642,27.3462,26.369,23.9922
224,国元证券,64.855,67.6718,64.1917,63.2821,35.5135,42.9012,48.8681,52.6202,39.544,42.6716,45.9917,44.218,33.9079,25.3842,25.3412,33.1414,56.0207,34.152,38.5709,34.5294,42.1258,37.0532,38.8314
225,燕京啤酒,31.7711,43.3903,41.3601,39.9266,32.7969,42.9198,40.634,39.7042,32.6095,40.6384,39.3687,36.3199,32.1671,42.4223,41.2331,38.53,32.481,42.5642,41.137,39.0626,29.9772,41.4686,41.8903
226,泰禾集团,48.765,34.675,34.8641,29.9018,27.2445,26.7625,25.6914,21.5767,19.9448,27.4636,27.0379,27.629,27.2351,33.142,30.9699,30.3648,27.1133,27.7751,28.9485,16.8834,32.851,15.8371,15.8183
227,振华科技,28.5306,24.1282,20.1908,20.0786,22.647,19.7637,17.4186,16.5603,15.4853,15.6723,16.2292,14.94,19.5538,22.8312,25.0329,25.1428,36.2352,41.0306,43.2153,44.3761,51.1194,53.3912,52.2403
228,罗牛山,15.76,16.7124,17.9701,17.7826,27.2677,29.1326,26.9821,29.4039,35.8157,34.5049,30.9184,30.6457,16.973,20.3718,26.1635,24.7358,13.4387,8.6506,12.7476,20.7855,13.336,14.6803,16.1243
229,普洛药业,24.0171,25.4533,26.2753,27.391,26.6143,26.4625,25.8816,27.8257,26.0165,27.3929,28.3802,30.8352,30.7031,29.8519,30.0269,31.9282,31.656,32.1161,32.017,32.3704,28.8767,28.187,28.2188
230,漳州发展,11.3492,9.3552,9.4861,9.4813,10.5936,11.3846,11.2502,10.0797,16.9691,16.5927,16.2637,14.4835,16.9431,18.0554,17.9569,14.958,18.9622,18.2696,18.19,20.3774,15.9745,17.908,17.4669
231,新华制药,23.0253,21.4813,22.3239,23.2594,24.4108,22.9072,24.1655,24.9412,26.9758,27.4646,27.1199,28.0819,28.555,27.8576,27.929,29.9201,32.1988,31.3945,31.4704,33.4397,28.3421,28.0587,29.0066
232,浩物股份,28.2796,27.0694,25.4075,26.9579,24.8481,26.5543,27.6255,30.3211,26.7099,27.1451,28.5462,31.1618,26.4605,28.9655,30.0619,31.8092,28.3317,28.9916,10.5815,10.6637,7.7288,8.265,9.6834
233,中百集团,19.1814,19.2835,19.7597,20.8242,19.804,20.2508,20.3241,21.0299,20.9572,21.5915,21.7101,21.7843,21.2625,21.9561,21.8968,22.4906,21.1661,21.9299,21.9824,22.3278,22.1695,23.4911,24.1383
234,西藏矿业,11.049,15.9771,16.1486,17.7319,35.6714,38.8606,32.1365,25.7377,5.8971,9.9859,32.6074,37.1637,14.2237,13.6314,17.0909,10.8554,29.7226,17.1618,11.1343,12.2774,5.2222,9.8392,5.6031
235,通化金马,55.4364,52.0935,51.4088,51.1803,65.4943,67.4665,68.1666,68.7406,71.4872,73.7845,77.7315,78.6996,80.0277,81.7176,84.7957,83.7023,83.279,85.0398,84.8707,82.809,79.5886,81.4076,82.07
237,中航西飞,5.2033,6.8647,5.9899,7.7655,8.0741,7.5401,7.3498,7.1302,5.2978,7.0818,6.7881,7.2648,6.0383,5.8858,5.9442,6.103,5.1542,5.6652,6.2925,5.8458,5.6891,6.62,6.4502
239,广发证券,60.1708,57.0314,52.6892,52.8579,49.8694,52.1796,53.1348,50.822,57.3992,54.7408,54.6883,53.7118,50.2804,49.0691,47.9103,39.6351,58.7735,50.5828,47.0391,46.909,51.1985,55.3991,51.8268
240,新兴铸管,3.283,3.4605,3.5132,4.5873,5.0018,5.4043,5.4364,5.509,6.6067,7.5017,8.6674,10.7993,14.2087,16.2107,17.3135,17.9023,11.7691,12.8615,12.4161,14.0282,15.3676,13.8416,13.8928
241,甘咨询,7.5759,8.3615,8.0132,7.7738,4.5685,7.9807,8.1052,7.8192,7.2196,13.1357,14.1845,14.7851,12.4455,13.6238,14.4052,29.9569,30.0284,35.961,33.4469,30.6783,27.4845,28.8542,29.0244
242,*ST平能,31.9718,26.3669,14.151,14.3646,10.865,3.6805,5.4201,14.0133,32.2547,42.9072,46.4212,44.518,46.43,43.1468,40.3865,29.5728,15.6387,23.5063,24.2519,22.8831,16.5291,18.4404,20.4176
243,美达股份,9.1912,9.8584,8.1378,8.1416,10.8206,8.6875,7.6755,7.6817,14.882,7.1044,7.3743,8.1911,10.4678,8.7799,8.3681,8.0559,8.3678,6.5156,5.1299,4.9801,9.0985,5.9102,6.9105
244,居然之家,18.5787,19.7044,19.7932,19.6071,20.2084,21.6494,21.6603,21.011,20.246,21.2095,21.5043,21.0596,20.4589,22.4339,22.552,22.1019,21.6808,24.8469,25.3689,46.7644,30.3198,35.4627,39.5999
245,北大医药,5.6126,10.6889,10.7851,12.4593,19.3835,19.1183,19.5223,19.3546,21.0602,22.1476,23.7712,26.3944,39.3648,38.7142,37.7085,35.0479,44.1605,39.5115,39.1153,38.5042,54.091,48.4131,46.351000000000006
246,万年青,20.5481,18.0178,17.7694,21.0585,13.0192,18.2315,21.0313,23.5206,15.1358,19.1943,22.3283,26.3636,36.724,34.9122,33.2878,32.5522,31.8683,31.9261,30.324,31.545,41.2289,30.9156,28.3453
247,华神科技,51.0398,50.0302,48.944,53.6516,66.9479,59.3469,57.9222,54.7423,48.8485,47.8098,50.3239,52.6286,64.4528,65.6003,67.1473,65.3639,69.8373,69.4133,68.2189,62.8703,70.467,60.5064,56.3152
248,华闻集团,39.2773,42.5926,41.6201,43.9162,38.1853,40.0219,38.8616,36.8979,39.6821,42.1044,40.3796,40.7903,28.5924,27.8748,26.2934,24.7443,22.1935,22.2707,22.2206,24.5779,16.9542,14.9613,17.1502
250,英洛华,8.5104,9.1692,15.9041,15.8384,16.9241,17.9253,18.6062,18.9164,23.203000000000007,22.0918,23.0296,23.3349,24.4351,23.8778,22.9757,22.3373,20.8603,21.3885,21.3004,20.563,22.0116,20.1593,19.2764
251,中国武夷,31.5936,34.5824,30.8047,31.469,30.8885,21.165,16.8438,20.47,32.6914,29.5397,24.0939,25.3548,35.3753,22.7569,22.7357,24.2866,22.9698,15.2179,17.0663,22.3649,21.5852,10.1512,12.4172
252,酒鬼酒,64.9635,67.2199,68.8485,70.4725,71.2786,72.2434,74.0025,74.9921,76.8746,76.9402,77.2068,77.9428,80.862,78.3473,77.8326,78.8343,77.5906,77.5851,77.5792,77.7521,85.3999,80.0857,79.0498
254,一汽解放,20.8941,21.4094,21.0841,20.5938,13.7816,14.7422,18.8681,19.7471,25.5227,25.3427,24.2397,22.482,22.2906,20.6498,20.9469,20.1585,15.6435,18.2551,16.5838,18.6886,10.802,11.4542,11.2775
255,四川九洲,21.4233,26.9325,25.5599,25.547,19.6136,22.9105,21.7345,22.263,14.2008,13.7386,13.8367,16.4546,17.279,15.7276,16.7388,19.2737,18.9206,19.4533,20.003,21.3185,19.3726,16.2269,16.9249
256,北京文化,63.4815,64.2294,57.9501,48.4621,52.1928,52.4239,57.1242,53.6367,90.9022,74.8104,57.9936,48.783,36.2366,46.6648,49.858,51.0875,85.0952,76.1492,40.5227,10.867,32.3592,76.3601,84.1588
257,*ST银河,19.8015,25.4205,25.1936,26.6322,25.0903,27.3254,25.2482,26.1743,27.2633,25.1817,26.6578,27.6882,26.1432,25.6657,23.448,20.6653,33.3361,34.5192,33.5176,27.4615,32.0999,35.6909,37.2069
258,云铝股份,8.4442,10.1228,9.4512,7.0477,10.3847,12.3273,14.0107,14.1664,12.4367,11.0008,12.1345,13.0319,8.0517,10.7685,11.2334,7.1221,11.0733,11.8776,11.5908,13.3559,14.1582,12.6163,14.8136
262,创维数字,23.6111,22.4178,22.1077,22.3329,22.4185,21.9646,21.6364,21.203000000000007,13.7459,13.4747,13.7595,14.5881,16.1392,16.596,16.2028,16.5902,20.1625,21.4117,22.3983,21.987,18.3402,18.68,18.6479
263,德展健康,34.9488,36.7251,33.916,34.6693,23.8256,25.6571,84.0587,84.5528,84.6334,85.7997,87.6891,89.8863,92.2753,92.4438,92.7013,92.6267,87.0865,86.5465,83.0647,81.2573,73.6627,74.9264,71.1454
264,美利云,4.9653,5.0173,4.9864,5.4245,6.1521,6.3563,6.888,6.4243,8.5364,11.7504,12.5471,14.4751,14.2596,15.5215,14.538,13.1138,8.4456,8.8331,10.7599,13.3179,18.8141,10.9166,10.8826
265,智慧农业,15.718,12.0107,12.1604,10.3872,17.6784,17.4792,15.8551,14.7093,13.4642,12.2305,11.7989,11.0152,7.359,9.1356,10.9016,12.8898,13.6554,11.5525,8.2602,0.5091,10.5941,12.3155,12.3433
266,岳阳兴长,9.7109,9.7553,9.8155,10.7447,9.3565,10.7929,11.1534,11.4433,6.5566,8.1971,8.067,8.3228,7.8185,8.4138,8.5707,8.4296,8.9358,10.6175,10.8742,11.0668,7.6697,9.2588,9.7314
267,京山轻机,26.6062,25.4332,23.7807,25.4038,30.107,30.5482,27.9983,28.9628,25.3635,30.7257,29.2407,29.2597,20.6855,21.5316,22.9383,22.9015,28.9091,26.631,25.24,23.531,17.5317,20.4264,20.3303
268,超声电子,18.2893,17.9284,17.9711,17.8216,19.0339,19.4062,19.9247,20.3969,22.1561,21.6229,20.9523,20.6952,18.8637,18.1371,19.0393,20.0201,20.576,21.4811,22.1559,22.0871,18.6772,21.7129,22.0248
269,太钢不锈,9.032,8.845,8.1165,4.7407,9.5135,14.8791,14.6647,14.6314,9.6952,11.3066,13.1675,16.3131,16.4968,17.0529,16.5228,16.0523,8.9595,12.0628,11.8603,11.9983,8.3332,10.3172,10.8525
270,启迪环境,33.7544,36.0404,32.8353,30.5394,26.6334,29.9248,29.8436,32.8826,27.5693,30.4853,29.7293,30.9515,35.5587,33.0863,31.042,27.689,24.8042,24.7563,24.6549,25.7252,28.1091,25.3406,24.6844
271,东莞控股,69.5033,62.9737,65.1558,64.1051,68.1288,70.5918,70.5634,65.4888,65.4295,66.368,66.0647,65.3381,64.8113,67.3367,68.3867,65.2408,67.892,68.4378,68.5721,66.5106,34.0787,44.483,57.2728
272,天音控股,4.0997,3.6419,3.3277,2.942,4.5384,3.9112,4.2974,4.3591,3.9538,4.2426,4.4778,4.3744,3.8025,3.6219,3.6822,3.3115,4.012,3.6769,3.5422,3.7184,2.5738,2.7030000000000003,2.7938
